id,official_name,name,maker,barcode,base_amount,base_unit,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,salt_g,calcium_mg,iron_mg,vitamin_a_mcg,vitamin_e_mg,vitamin_b1_mg,vitamin_b2_mg,vitamin_c_mg,saturated_fat_g
mext_01153,こめ　［水稲穀粒］　発芽玄米,こめ　［水稲穀粒］　発芽玄米,,,1,合,508.5,9.75,4.95,111.45,4.65,0,19.5,1.5,0,1.8,0.525,0.03,0,
mext_01181,こめ　［水稲穀粒］　赤米,こめ　［水稲穀粒］　赤米,,,1,合,516,12.75,4.95,107.85,9.75,0,18,1.8,0,2.25,0.57,0.075,,
mext_01182,こめ　［水稲穀粒］　黒米,こめ　［水稲穀粒］　黒米,,,1,合,511.5,11.7,4.8,108,8.4,0,22.5,1.35,4.5,1.95,0.585,0.15,,
mext_01085,こめ　［水稲めし］　玄米,こめ　［水稲めし］　玄米,,,1,合,228,4.2,1.5,53.4,2.1,0,10.5,0.9,0,0.75,0.24,0.03,0,
mext_01086,こめ　［水稲めし］　半つき米,こめ　［水稲めし］　半つき米,,,1,合,231,4.05,0.9,54.6,1.2,0,6,0.3,0,0.3,0.12,0.015,0,
mext_01087,こめ　［水稲めし］　七分つき米,こめ　［水稲めし］　七分つき米,,,1,合,240,3.9,0.75,55.05,0.75,0,6,0.3,0,0.15,0.09,0.015,0,
mext_01168,こめ　［水稲めし］　精白米　インディカ米,こめ　［水稲めし］　精白米　インディカ米,,,1,合,276,5.7,0.6,62.25,0.6,0,3,0.3,0,0,0.03,,0,
mext_01088,こめ　［水稲めし］　精白米　うるち米,こめ　［水稲めし］　精白米　うるち米,,,1,合,234,3.75,0.45,55.65,2.25,0,4.5,0.15,0,,0.03,0.015,0,
mext_01154,こめ　［水稲めし］　精白米　もち米,こめ　［水稲めし］　精白米　もち米,,,1,合,282,5.25,0.75,65.85,0.6,0,3,0.15,0,,0.045,0.015,0,
mext_01089,こめ　［水稲めし］　はいが精米,こめ　［水稲めし］　はいが精米,,,1,合,238.5,4.05,0.9,54.6,1.2,0,7.5,0.3,0,0.6,0.12,0.015,0,
mext_01155,こめ　［水稲めし］　発芽玄米,こめ　［水稲めし］　発芽玄米,,,1,合,241.5,4.5,2.1,52.5,2.7,0,9,0.6,0,0.45,0.195,0.015,0,
mext_01183,こめ　［水稲めし］　赤米,こめ　［水稲めし］　赤米,,,1,合,225,5.7,1.95,49.05,5.1,0,7.5,0.75,0,0.9,0.225,0.03,,
mext_01184,こめ　［水稲めし］　黒米,こめ　［水稲めし］　黒米,,,1,合,225,5.4,2.1,48.3,4.95,0,10.5,0.6,1.5,0.45,0.21,0.06,,
mext_01185,こめ　［水稲軟めし］　精白米,こめ　［水稲軟めし］　精白米,,,100,g,113,1.8,0.3,26.4,1.1,0,3,0.1,0,,0.02,0.01,0,
mext_01090,こめ　［水稲全かゆ］　玄米,こめ　［水稲全かゆ］　玄米,,,100,g,64,1.2,0.4,15.2,0.6,0,3,0.2,0,0,0.07,0.01,0,
mext_01091,こめ　［水稲全かゆ］　半つき米,こめ　［水稲全かゆ］　半つき米,,,100,g,65,1.1,0.3,15.5,0.3,0,2,0.1,0,0,0.03,,0,
mext_01092,こめ　［水稲全かゆ］　七分つき米,こめ　［水稲全かゆ］　七分つき米,,,100,g,68,1.1,0.2,15.6,0.2,0,2,0.1,0,,0.03,,0,
mext_01093,こめ　［水稲全かゆ］　精白米,こめ　［水稲全かゆ］　精白米,,,100,g,65,1.1,0.1,15.7,0.1,0,1,,0,,0.01,,0,
mext_01094,こめ　［水稲五分かゆ］　玄米,こめ　［水稲五分かゆ］　玄米,,,100,g,32,0.6,0.2,7.6,0.3,0,1,0.1,0,0,0.03,,0,
mext_01095,こめ　［水稲五分かゆ］　半つき米,こめ　［水稲五分かゆ］　半つき米,,,100,g,32,0.6,0.1,7.7,0.1,0,1,,0,,0.02,,0,
mext_01096,こめ　［水稲五分かゆ］　七分つき米,こめ　［水稲五分かゆ］　七分つき米,,,100,g,32,0.6,0.1,7.7,0.1,0,1,,0,,0.01,,0,
mext_01097,こめ　［水稲五分かゆ］　精白米,こめ　［水稲五分かゆ］　精白米,,,100,g,33,0.5,0.1,7.9,0.1,0,1,,0,,,,0,
mext_01098,こめ　［水稲おもゆ］　玄米,こめ　［水稲おもゆ］　玄米,,,100,g,19,0.4,0.1,4.4,0.2,0,1,0.1,0,0,0.02,,0,
mext_01099,こめ　［水稲おもゆ］　半つき米,こめ　［水稲おもゆ］　半つき米,,,100,g,19,0.3,0.1,4.6,0.1,0,1,,0,,0.01,,0,
mext_01100,こめ　［水稲おもゆ］　七分つき米,こめ　［水稲おもゆ］　七分つき米,,,100,g,20,0.3,0.1,4.6,,0,1,,0,,0.01,,0,
mext_01101,こめ　［水稲おもゆ］　精白米,こめ　［水稲おもゆ］　精白米,,,100,g,19,0.3,0,4.7,,0,,,0,,,,0,
mext_01102,こめ　［陸稲穀粒］　玄米,こめ　［陸稲穀粒］　玄米,,,1,合,535.5,15.15,4.05,106.65,4.5,0,13.5,3.15,,1.8,0.615,0.06,0,
mext_01103,こめ　［陸稲穀粒］　半つき米,こめ　［陸稲穀粒］　半つき米,,,1,合,534,14.4,2.7,109.35,2.1,0,10.5,2.25,0,1.2,0.45,0.045,0,
mext_01104,こめ　［陸稲穀粒］　七分つき米,こめ　［陸稲穀粒］　七分つき米,,,1,合,538.5,14.25,2.25,110.1,1.35,0,9,1.95,0,0.6,0.36,0.045,0,
mext_01105,こめ　［陸稲穀粒］　精白米,こめ　［陸稲穀粒］　精白米,,,1,合,496.5,13.95,1.35,111.75,0.75,0,7.5,1.2,0,0.15,0.12,0.03,0,
mext_01106,こめ　［陸稲めし］　玄米,こめ　［陸稲めし］　玄米,,,1,合,234,6.15,1.5,51.45,2.1,0,10.5,0.9,0,0.75,0.24,0.03,0,
mext_01107,こめ　［陸稲めし］　半つき米,こめ　［陸稲めし］　半つき米,,,1,合,235.5,5.7,0.9,52.95,1.2,0,6,0.3,0,0.3,0.12,0.015,0,
mext_01108,こめ　［陸稲めし］　七分つき米,こめ　［陸稲めし］　七分つき米,,,1,合,232.5,5.4,0.75,53.55,0.75,0,6,0.3,0,0.15,0.09,0.015,0,
mext_01109,こめ　［陸稲めし］　精白米,こめ　［陸稲めし］　精白米,,,1,合,235.5,5.25,0.45,54.15,0.45,0,4.5,0.15,0,,0.03,0.015,0,
mext_01110,こめ　［うるち米製品］　アルファ化米　一般用,こめ　［うるち米製品］　アルファ化米　一般用,,,100,g,358,6,1,84.8,1.2,0,7,0.1,0,0.1,0.04,,0,
mext_01156,こめ　［うるち米製品］　アルファ化米　学校給食用強化品,こめ　［うるち米製品］　アルファ化米　学校給食用強化品,,,100,g,358,6,1,84.8,1.2,0,7,0.1,0,0.1,0.41,,0,
mext_01214,こめ　［うるち米製品］　水稲全かゆ　レトルト　玄米,こめ　［うるち米製品］　水稲全かゆ　レトルト　玄米,,,100,g,45,0.9,0.4,10.6,0.9,0,3,0.1,0,0.2,0.03,,0,
mext_01215,こめ　［うるち米製品］　水稲全かゆ　レトルト　精白米,こめ　［うるち米製品］　水稲全かゆ　レトルト　精白米,,,100,g,37,0.6,0.1,8.6,0.5,0,2,0.1,0,,,0,0,
mext_01111,こめ　［うるち米製品］　おにぎり,こめ　［うるち米製品］　おにぎり,,,1,個,187,2.97,0.33,43.34,0.44,0.55,3.3,0.11,0,,0.022,0.011,0,
mext_01112,こめ　［うるち米製品］　焼きおにぎり,こめ　［うるち米製品］　焼きおにぎり,,,1,個,182.6,3.41,0.33,43.45,0.44,1.1,5.5,0.22,0,,0.033,0.022,0,
mext_01113,こめ　［うるち米製品］　きりたんぽ,こめ　［うるち米製品］　きりたんぽ,,,100,g,200,3.2,0.4,46.2,0.4,0,4,0.1,0,,0.03,0.01,0,
mext_01114,こめ　［うるち米製品］　上新粉,こめ　［うるち米製品］　上新粉,,,100,g,343,6.2,0.9,78.5,0.6,0,5,0.8,0,0.2,0.09,0.02,0,
mext_01157,こめ　［うるち米製品］　玄米粉,こめ　［うるち米製品］　玄米粉,,,100,g,370,7.1,2.9,84.1,3.5,0,12,1.4,0,1.2,0,0.03,0,
mext_01158,こめ　［うるち米製品］　米粉,こめ　［うるち米製品］　米粉,,,100,g,356,6,0.7,81.9,0.6,0,6,0.1,0,0,0.03,0.01,0,
mext_01211,こめ　［うるち米製品］　米粉パン　食パン,こめ　［うるち米製品］　米粉パン　食パン,,,1,枚,148.2,6.42,3.06,24.96,0.42,0.66,13.2,0.48,,0.3,0.03,0.036,0,
mext_01212,こめ　［うるち米製品］　米粉パン　ロールパン,こめ　［うるち米製品］　米粉パン　ロールパン,,,1,個,76.8,2.64,2.01,12.6,0.18,0.27,7.8,0.18,,0.24,0.015,0.024,0,
mext_01159,こめ　［うるち米製品］　米粉パン　小麦グルテン不使用のもの,こめ　［うるち米製品］　米粉パン　小麦グルテン不使用のもの,,,100,g,247,3.4,3.1,51.3,0.9,0.9,4,0.2,,0.5,0.05,0.03,,
mext_01160,こめ　［うるち米製品］　米粉めん,こめ　［うるち米製品］　米粉めん,,,100,g,252,3.6,0.7,58.4,0.9,0.1,5,0.1,0,,0.03,,0,
mext_01115,こめ　［うるち米製品］　ビーフン,こめ　［うるち米製品］　ビーフン,,,100,g,360,7,1.6,79.9,0.9,0,14,0.7,0,0,0.06,0.02,0,
mext_01169,こめ　［うるち米製品］　ライスペーパー,こめ　［うるち米製品］　ライスペーパー,,,100,g,339,0.5,0.3,84.3,0.8,1.7,21,1.2,0,0,0.01,0,0,
mext_01116,こめ　［うるち米製品］　米こうじ,こめ　［うるち米製品］　米こうじ,,,100,g,260,5.8,1.7,59.2,1.4,0,5,0.3,0,0.2,0.11,0.13,0,
mext_01117,こめ　［もち米製品］　もち,こめ　［もち米製品］　もち,,,100,g,223,4,0.6,50.8,0.5,0,3,0.1,0,,0.03,0.01,0,
mext_01118,こめ　［もち米製品］　赤飯,こめ　［もち米製品］　赤飯,,,100,g,186,4.3,0.6,41.9,1.6,0,6,0.4,0,,0.05,0.01,0,
mext_01119,こめ　［もち米製品］　あくまき,こめ　［もち米製品］　あくまき,,,100,g,131,2.3,1.8,25.7,0.2,0,6,0.1,0,,,,0,
mext_01120,こめ　［もち米製品］　白玉粉,こめ　［もち米製品］　白玉粉,,,100,g,347,6.3,1,80,0.5,0,5,1.1,0,0,0.03,0.01,0,
mext_01121,こめ　［もち米製品］　道明寺粉,こめ　［もち米製品］　道明寺粉,,,100,g,349,7.1,0.7,80.4,0.7,0,6,0.4,0,,0.04,0.01,0,
mext_01161,こめ　［その他］　米ぬか,こめ　［その他］　米ぬか,,,100,g,374,13.4,19.6,48.8,20.5,0,35,7.6,0,10,3.12,0.21,0,
mext_01122,そば　そば粉　全層粉,そば　そば粉　全層粉,,,100,g,339,12,3.1,69.6,4.3,0,17,2.8,0,0.2,0.46,0.11,0,
mext_01123,そば　そば粉　内層粉,そば　そば粉　内層粉,,,100,g,342,6,1.6,77.6,1.8,0,10,1.7,0,0.1,0.16,0.07,0,
mext_01124,そば　そば粉　中層粉,そば　そば粉　中層粉,,,100,g,334,10.2,2.7,71.6,4.4,0,19,3,0,0.2,0.35,0.1,0,
mext_01125,そば　そば粉　表層粉,そば　そば粉　表層粉,,,100,g,337,15,3.6,65.1,7.1,0,32,4.2,0,0.4,0.5,0.14,0,
mext_01126,そば　そば米,そば　そば米,,,100,g,347,9.6,2.5,73.7,3.7,0,12,1.6,0,0.1,0.42,0.1,0,
mext_01127,そば　そば　生,そば　そば　生,,,100,g,271,9.8,1.9,54.5,6,0,18,1.4,0,0.2,0.19,0.09,0,
mext_01128,そば　そば　ゆで,そば　そば　ゆで,,,100,g,130,4.8,1,26,2.9,0,9,0.8,0,0.1,0.05,0.02,0,
mext_01197,そば　そば　半生そば,そば　そば　半生そば,,,100,g,325,10.5,3.8,61.8,6.9,0,20,1.3,0,0.2,0.22,0.1,0,
mext_01129,そば　干しそば　乾,そば　干しそば　乾,,,100,g,344,14,2.3,66.7,3.7,2.2,24,2.6,0,0.3,0.37,0.08,0,
mext_01130,そば　干しそば　ゆで,そば　干しそば　ゆで,,,100,g,113,4.8,0.7,22.1,1.5,0.1,12,0.9,0,0.1,0.08,0.02,0,
mext_01131,とうもろこし　玄穀　黄色種,とうもろこし　玄穀　黄色種,,,100,g,341,8.6,5,70.6,9,0,5,1.9,13,1,0.3,0.1,0,
mext_01162,とうもろこし　玄穀　白色種,とうもろこし　玄穀　白色種,,,100,g,341,8.6,5,70.6,9,0,5,1.9,0,1,0.3,0.1,0,
mext_01132,とうもろこし　コーンミール　黄色種,とうもろこし　コーンミール　黄色種,,,100,g,375,8.3,4,72.4,8,0,5,1.5,13,1.1,0.15,0.08,0,
mext_01163,とうもろこし　コーンミール　白色種,とうもろこし　コーンミール　白色種,,,100,g,375,8.3,4,72.4,8,0,5,1.5,0,1.1,0.15,0.08,0,
mext_01133,とうもろこし　コーングリッツ　黄色種,とうもろこし　コーングリッツ　黄色種,,,100,g,352,8.2,1,76.4,2.4,0,2,0.3,15,0.2,0.06,0.05,0,
mext_01164,とうもろこし　コーングリッツ　白色種,とうもろこし　コーングリッツ　白色種,,,100,g,352,8.2,1,76.4,2.4,0,2,0.3,0,0.2,0.06,0.05,0,
mext_01134,とうもろこし　コーンフラワー　黄色種,とうもろこし　コーンフラワー　黄色種,,,100,g,347,6.6,2.8,76.1,1.7,0,3,0.6,11,0.2,0.14,0.06,0,
mext_01165,とうもろこし　コーンフラワー　白色種,とうもろこし　コーンフラワー　白色種,,,100,g,347,6.6,2.8,76.1,1.7,0,3,0.6,0,0.2,0.14,0.06,0,
mext_01135,とうもろこし　ジャイアントコーン　フライ　味付け,とうもろこし　ジャイアントコーン　フライ　味付け,,,100,g,409,5.7,11.8,76.6,10.5,1.1,8,1.3,0,1.4,0.08,0.02,0,
mext_01136,とうもろこし　ポップコーン,とうもろこし　ポップコーン,,,100,g,472,10.2,22.8,59.6,9.3,1.4,7,4.3,15,3,0.13,0.08,0,
mext_01137,とうもろこし　コーンフレーク,とうもろこし　コーンフレーク,,,100,g,380,7.8,1.7,83.6,2.4,2.1,1,0.9,10,0.3,0.03,0.02,0,
mext_01138,はとむぎ　精白粒,はとむぎ　精白粒,,,100,g,353,13.3,1.3,72.2,0.6,0,6,0.4,0,0,0.02,0.05,0,
mext_01139,ひえ　精白粒,ひえ　精白粒,,,100,g,361,9.4,3.3,73.2,4.3,0,7,1.6,0,0.1,0.25,0.02,0,
mext_01140,もろこし　玄穀,もろこし　玄穀,,,100,g,344,10.3,4.7,71.1,9.7,0,16,3.3,0,0.5,0.35,0.1,0,
mext_01141,もろこし　精白粒,もろこし　精白粒,,,100,g,348,9.5,2.6,74.1,4.4,0,14,2.4,0,0.2,0.1,0.03,0,
mext_01142,ライむぎ　全粒粉,ライむぎ　全粒粉,,,100,g,317,12.7,2.7,70.7,13.3,0,31,3.5,0,1,0.47,0.2,0,
mext_01143,ライむぎ　ライ麦粉,ライむぎ　ライ麦粉,,,100,g,324,8.5,1.6,75.8,12.9,0,25,1.5,0,0.7,0.15,0.07,0,
mext_02068,＜いも類＞　アメリカほどいも　塊根　生,アメリカほどいも　塊根　生,,,100,g,146,5.9,0.6,35.6,11.1,0,73,1.1,0,0.8,0.12,0.03,15,
mext_02069,＜いも類＞　アメリカほどいも　塊根　ゆで,アメリカほどいも　塊根　ゆで,,,100,g,144,6,0.8,34.5,8.4,0,78,1,0,0.9,0.15,0.03,9,
mext_02001,＜いも類＞　きくいも　塊茎　生,きくいも　塊茎　生,,,100,g,66,1.9,0.4,14.7,1.9,0,14,0.3,0,0.2,0.08,0.04,10,
mext_02041,＜いも類＞　きくいも　塊茎　水煮,きくいも　塊茎　水煮,,,100,g,51,1.6,0.5,11.3,2.1,0,13,0.3,0,0.2,0.06,0.03,6,
mext_02002,＜いも類＞　こんにゃく　精粉,こんにゃく　精粉,,,100,g,194,3,0.1,85.3,79.9,0,57,2.1,0,0.2,0,0,0,
mext_02003,＜いも類＞　こんにゃく　板こんにゃく　精粉こんにゃく,こんにゃく　板こんにゃく　精粉こんにゃく,,,100,g,5,0.1,,2.3,2.2,0,43,0.4,0,0,0,0,0,
mext_02004,＜いも類＞　こんにゃく　板こんにゃく　生いもこんにゃく,こんにゃく　板こんにゃく　生いもこんにゃく,,,100,g,8,0.1,0.1,3.3,3,0,68,0.6,0,,0,0,0,
mext_02042,＜いも類＞　こんにゃく　赤こんにゃく,こんにゃく　赤こんにゃく,,,100,g,6,0.1,,2.5,2.3,0,46,78,0,0,0,0,0,
mext_02043,＜いも類＞　こんにゃく　凍みこんにゃく　乾,こんにゃく　凍みこんにゃく　乾,,,100,g,192,3.3,1.4,77.1,71.3,0.1,1600,12,0,0.4,0,0,0,
mext_02044,＜いも類＞　こんにゃく　凍みこんにゃく　ゆで,こんにゃく　凍みこんにゃく　ゆで,,,100,g,42,0.7,0.3,16.8,15.5,0,340,2.7,0,0.1,0,0,0,
mext_02005,＜いも類＞　こんにゃく　しらたき,こんにゃく　しらたき,,,100,g,7,0.2,,3,2.9,0,75,0.5,0,0,0,0,0,
mext_02045,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　生,さつまいも　塊根　皮つき　生,,,100,g,127,0.9,0.5,33.1,2.8,0.1,40,0.5,3,1,0.1,0.02,25,
mext_02046,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　蒸し,さつまいも　塊根　皮つき　蒸し,,,100,g,129,0.9,0.2,33.7,3.8,0.1,40,0.5,4,1.4,0.1,0.02,20,
mext_02047,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　天ぷら,さつまいも　塊根　皮つき　天ぷら,,,100,g,205,1.4,6.8,38.4,3.1,0.1,51,0.5,5,2.6,0.11,0.04,21,
mext_02006,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　生,さつまいも　塊根　皮なし　生,,,1,個,315,3,0.5,79.75,5.5,0,90,1.5,5,3.75,0.275,0.1,72.5,
mext_02007,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　蒸し,さつまいも　塊根　皮なし　蒸し,,,1,個,327.5,3,0.5,79.75,5.75,0,90,1.5,5,3.75,0.275,0.1,72.5,
mext_02008,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　焼き,さつまいも　塊根　皮なし　焼き,,,1,個,377.5,3.5,0.5,97.5,11.25,0,57.5,2.25,7.5,3.5,0.325,0.15,32.5,
mext_02009,＜いも類＞　（さつまいも類）　さつまいも　蒸し切干,さつまいも　蒸し切干,,,100,g,277,3.1,0.6,71.9,8.2,0,53,2.1,,1.3,0.19,0.08,10,
mext_02048,＜いも類＞　（さつまいも類）　むらさきいも　塊根　皮なし　生,むらさきいも　塊根　皮なし　生,,,1,個,307.5,3,0.75,79.25,6.25,0.25,60,1.5,,3.25,0.3,0.05,72.5,
mext_02049,＜いも類＞　（さつまいも類）　むらさきいも　塊根　皮なし　蒸し,むらさきいも　塊根　皮なし　蒸し,,,1,個,305,3,0.75,78.5,7.5,0.25,85,1.5,,4.75,0.325,0.075,60,
mext_02010,＜いも類＞　（さといも類）　さといも　球茎　生,さといも　球茎　生,,,100,g,53,1.5,0.1,13.1,2.3,0,10,0.5,,0.6,0.07,0.02,6,
mext_02011,＜いも類＞　（さといも類）　さといも　球茎　水煮,さといも　球茎　水煮,,,100,g,52,1.5,0.1,13.4,2.4,0,14,0.4,,0.5,0.06,0.02,5,
mext_02012,＜いも類＞　（さといも類）　さといも　球茎　冷凍,さといも　球茎　冷凍,,,100,g,56,2.2,0.1,16,8.7,0,20,0.6,,0.7,0.07,0.01,5,
mext_02050,＜いも類＞　（さといも類）　セレベス　球茎　生,セレベス　球茎　生,,,100,g,80,2.2,0.3,19.8,2.3,0,18,0.6,1,0.6,0.1,0.03,6,
mext_02051,＜いも類＞　（さといも類）　セレベス　球茎　水煮,セレベス　球茎　水煮,,,100,g,77,2.1,0.3,19.1,2.2,0,17,0.6,1,0.6,0.08,0.02,4,
mext_02052,＜いも類＞　（さといも類）　たけのこいも　球茎　生,たけのこいも　球茎　生,,,100,g,97,1.7,0.4,23.5,2.8,0,39,0.5,1,0.8,0.05,0.03,6,
mext_02053,＜いも類＞　（さといも類）　たけのこいも　球茎　水煮,たけのこいも　球茎　水煮,,,100,g,86,1.6,0.4,21.8,2.4,0,37,0.5,1,0.7,0.05,0.02,4,
mext_02013,＜いも類＞　（さといも類）　みずいも　球茎　生,みずいも　球茎　生,,,100,g,111,0.7,0.4,27.6,2.2,0,46,1,1,0.6,0.16,0.02,7,
mext_02014,＜いも類＞　（さといも類）　みずいも　球茎　水煮,みずいも　球茎　水煮,,,100,g,101,0.7,0.4,26.1,2.5,0,79,1,0,0.6,0.16,0.02,4,
mext_02015,＜いも類＞　（さといも類）　やつがしら　球茎　生,やつがしら　球茎　生,,,100,g,94,3,0.7,20.5,2.8,0,39,0.7,1,1,0.13,0.06,7,
mext_02016,＜いも類＞　（さといも類）　やつがしら　球茎　水煮,やつがしら　球茎　水煮,,,100,g,92,2.7,0.6,20,2.8,0,34,0.6,0,1.1,0.11,0.04,5,
mext_02063,＜いも類＞　じゃがいも　塊茎　皮つき　生,じゃがいも　塊茎　皮つき　生,,,1,個,76.5,2.7,0.15,23.85,14.7,0,6,1.5,0,,0.12,0.045,42,
